Employee Name,Month,Year,Month_Number,Start Date,Tenure_Days,Tenure_Range,Department,Org,Manager,Level distinction,Country
Employee 200,January 2025,2025,1,2024-12-16,46,1-3 months,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,January 2025,2025,1,2025-01-06,25,1-30 days,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,January 2025,2025,1,2025-01-06,25,1-30 days,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,January 2025,2025,1,2025-01-21,10,1-30 days,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,January 2025,2025,1,2025-01-21,10,1-30 days,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 3,January 2025,2025,1,2019-05-20,2083,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,January 2025,2025,1,2022-02-07,1089,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,January 2025,2025,1,2022-04-11,1026,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,January 2025,2025,1,2022-05-03,1004,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,January 2025,2025,1,2022-05-09,998,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,January 2025,2025,1,2020-01-27,1831,5+ years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,January 2025,2025,1,2022-06-13,963,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,January 2025,2025,1,2022-06-27,949,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,January 2025,2025,1,2022-07-05,941,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,January 2025,2025,1,2022-08-29,886,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,January 2025,2025,1,2022-08-29,886,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,January 2025,2025,1,2022-09-19,865,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,January 2025,2025,1,2020-11-30,1523,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,January 2025,2025,1,2022-12-19,774,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,January 2025,2025,1,2022-12-19,774,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,January 2025,2025,1,2023-01-03,759,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,January 2025,2025,1,2023-01-03,759,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,January 2025,2025,1,2023-01-10,752,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,January 2025,2025,1,2023-01-17,745,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,January 2025,2025,1,2023-01-23,739,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,January 2025,2025,1,2023-02-06,725,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,January 2025,2025,1,2023-04-10,662,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,February 2025,2025,2,2021-01-28,1492,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,February 2025,2025,2,2023-07-31,578,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,February 2025,2025,2,2023-10-09,508,1-5 years,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,February 2025,2025,2,2023-10-16,501,1-5 years,Security,R&D,Employee 999,M6 Early,United States
Employee 118,February 2025,2025,2,2023-10-30,487,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 122,February 2025,2025,2,2023-12-04,452,1-5 years,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1246,February 2025,2025,2,2023-09-05,542,1-5 years,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1250,February 2025,2025,2,2025-01-21,38,1-3 months,Software Engineering,R&D,Employe 2250,L3,Brazil
Employee 1251,February 2025,2025,2,2021-08-02,1306,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1258,February 2025,2025,2,2024-06-10,263,6 months-1 year,Software Engineering,R&D,Employe 2258,L5 Early,United States
Employee 1268,February 2025,2025,2,2023-07-03,606,1-5 years,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1269,February 2025,2025,2,2025-02-03,25,1-30 days,Product Engineering,R&D,Employe 2269,L5 Seasoned,Brazil
Employee 1271,February 2025,2025,2,2023-01-09,781,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,February 2025,2025,2,2024-04-01,333,6 months-1 year,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,February 2025,2025,2,2024-01-22,403,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,February 2025,2025,2,2024-03-25,340,6 months-1 year,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,February 2025,2025,2,2024-04-15,319,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,February 2025,2025,2,2024-04-22,312,6 months-1 year,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,February 2025,2025,2,2021-08-01,1307,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,February 2025,2025,2,2024-04-22,312,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,February 2025,2025,2,2024-04-29,305,6 months-1 year,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,February 2025,2025,2,2024-06-03,270,6 months-1 year,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,February 2025,2025,2,2024-06-05,268,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,February 2025,2025,2,2024-06-10,263,6 months-1 year,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,February 2025,2025,2,2021-08-18,1290,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,February 2025,2025,2,2024-06-24,249,6 months-1 year,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,February 2025,2025,2,2021-08-23,1285,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 178,February 2025,2025,2,2024-09-16,165,3-6 months,Core Data Ingestion,R&D,Employee 151,L3 Veteran,India
Employee 185,February 2025,2025,2,2024-09-30,151,3-6 months,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 189,February 2025,2025,2,2024-10-15,136,3-6 months,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 197,February 2025,2025,2,2024-12-02,88,1-3 months,Orion,R&D,Employee 183,L4 Early,Brazil
Employee 199,February 2025,2025,2,2024-12-16,74,1-3 months,Product Security,R&D,Employee 113,L4 Seasoned,United States
Employee 200,February 2025,2025,2,2024-12-16,74,1-3 months,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,February 2025,2025,2,2025-01-06,53,1-3 months,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,February 2025,2025,2,2025-01-06,53,1-3 months,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,February 2025,2025,2,2025-01-21,38,1-3 months,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,February 2025,2025,2,2025-01-21,38,1-3 months,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 216,February 2025,2025,2,2025-02-03,25,1-30 days,Data Platform Engineering,R&D,Employee 159,L4 Seasoned,Brazil
Employee 3,February 2025,2025,2,2019-05-20,2111,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,February 2025,2025,2,2022-02-07,1117,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,February 2025,2025,2,2022-04-11,1054,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,February 2025,2025,2,2022-05-03,1032,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,February 2025,2025,2,2022-05-09,1026,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,February 2025,2025,2,2020-01-27,1859,5+ years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,February 2025,2025,2,2022-06-13,991,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,February 2025,2025,2,2022-06-27,977,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,February 2025,2025,2,2022-07-05,969,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,February 2025,2025,2,2022-08-29,914,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,February 2025,2025,2,2022-08-29,914,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,February 2025,2025,2,2022-09-19,893,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,February 2025,2025,2,2020-11-30,1551,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,February 2025,2025,2,2022-12-19,802,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,February 2025,2025,2,2022-12-19,802,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,February 2025,2025,2,2023-01-03,787,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,February 2025,2025,2,2023-01-03,787,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,February 2025,2025,2,2023-01-10,780,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,February 2025,2025,2,2023-01-17,773,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,February 2025,2025,2,2023-01-23,767,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,February 2025,2025,2,2023-02-06,753,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,February 2025,2025,2,2023-04-10,690,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,March 2025,2025,3,2021-01-28,1523,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,March 2025,2025,3,2023-07-31,609,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,March 2025,2025,3,2023-10-09,539,1-5 years,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,March 2025,2025,3,2023-10-16,532,1-5 years,Security,R&D,Employee 999,M6 Early,United States
Employee 118,March 2025,2025,3,2023-10-30,518,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 122,March 2025,2025,3,2023-12-04,483,1-5 years,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1251,March 2025,2025,3,2021-08-02,1337,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1258,March 2025,2025,3,2024-06-10,294,6 months-1 year,Software Engineering,R&D,Employe 2258,L5 Early,United States
Employee 1268,March 2025,2025,3,2023-07-03,637,1-5 years,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1269,March 2025,2025,3,2025-02-03,56,1-3 months,Product Engineering,R&D,Employe 2269,L5 Seasoned,Brazil
Employee 1271,March 2025,2025,3,2023-01-09,812,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,March 2025,2025,3,2024-04-01,364,6 months-1 year,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,March 2025,2025,3,2024-01-22,434,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,March 2025,2025,3,2024-03-25,371,1-5 years,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,March 2025,2025,3,2024-04-15,350,6 months-1 year,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,March 2025,2025,3,2024-04-22,343,6 months-1 year,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,March 2025,2025,3,2021-08-01,1338,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,March 2025,2025,3,2024-04-22,343,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,March 2025,2025,3,2024-04-29,336,6 months-1 year,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,March 2025,2025,3,2024-06-03,301,6 months-1 year,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,March 2025,2025,3,2024-06-05,299,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,March 2025,2025,3,2024-06-10,294,6 months-1 year,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,March 2025,2025,3,2021-08-18,1321,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,March 2025,2025,3,2024-06-24,280,6 months-1 year,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,March 2025,2025,3,2021-08-23,1316,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 178,March 2025,2025,3,2024-09-16,196,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L3 Veteran,India
Employee 185,March 2025,2025,3,2024-09-30,182,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 189,March 2025,2025,3,2024-10-15,167,3-6 months,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 197,March 2025,2025,3,2024-12-02,119,3-6 months,Orion,R&D,Employee 183,L4 Early,Brazil
Employee 199,March 2025,2025,3,2024-12-16,105,3-6 months,Product Security,R&D,Employee 113,L4 Seasoned,United States
Employee 200,March 2025,2025,3,2024-12-16,105,3-6 months,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,March 2025,2025,3,2025-01-06,84,1-3 months,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,March 2025,2025,3,2025-01-06,84,1-3 months,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,March 2025,2025,3,2025-01-21,69,1-3 months,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,March 2025,2025,3,2025-01-21,69,1-3 months,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 216,March 2025,2025,3,2025-02-03,56,1-3 months,Data Platform Engineering,R&D,Employee 159,L4 Seasoned,Brazil
Employee 228,March 2025,2025,3,2025-03-03,28,1-30 days,Data Product Engineering,R&D,Employee 157,L4 Seasoned,United States
Employee 232,March 2025,2025,3,2025-03-17,14,1-30 days,Data Platform Engineering,R&D,Employee 159,L3 Veteran,Brazil
Employee 235,March 2025,2025,3,2025-03-24,7,1-30 days,Business Operations Automation,R&D,Employee 254,L3 Seasoned,India
Employee 3,March 2025,2025,3,2019-05-20,2142,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,March 2025,2025,3,2022-02-07,1148,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,March 2025,2025,3,2022-04-11,1085,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,March 2025,2025,3,2022-05-03,1063,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,March 2025,2025,3,2022-05-09,1057,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,March 2025,2025,3,2020-01-27,1890,5+ years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,March 2025,2025,3,2022-06-13,1022,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,March 2025,2025,3,2022-06-27,1008,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,March 2025,2025,3,2022-07-05,1000,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,March 2025,2025,3,2022-08-29,945,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,March 2025,2025,3,2022-08-29,945,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,March 2025,2025,3,2022-09-19,924,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,March 2025,2025,3,2020-11-30,1582,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,March 2025,2025,3,2022-12-19,833,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,March 2025,2025,3,2022-12-19,833,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,March 2025,2025,3,2023-01-03,818,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,March 2025,2025,3,2023-01-03,818,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,March 2025,2025,3,2023-01-10,811,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,March 2025,2025,3,2023-01-17,804,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,March 2025,2025,3,2023-01-23,798,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,March 2025,2025,3,2023-02-06,784,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,March 2025,2025,3,2023-04-10,721,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,April 2025,2025,4,2021-01-28,1553,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,April 2025,2025,4,2023-07-31,639,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,April 2025,2025,4,2023-10-09,569,1-5 years,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,April 2025,2025,4,2023-10-16,562,1-5 years,Security,R&D,Employee 999,M6 Early,United States
Employee 118,April 2025,2025,4,2023-10-30,548,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 122,April 2025,2025,4,2023-12-04,513,1-5 years,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1258,April 2025,2025,4,2024-06-10,324,6 months-1 year,Software Engineering,R&D,Employe 2258,L5 Early,United States
Employee 1268,April 2025,2025,4,2023-07-03,667,1-5 years,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1269,April 2025,2025,4,2025-02-03,86,1-3 months,Product Engineering,R&D,Employe 2269,L5 Seasoned,Brazil
Employee 1271,April 2025,2025,4,2023-01-09,842,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,April 2025,2025,4,2024-04-01,394,1-5 years,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 1286,April 2025,2025,4,2025-04-14,16,1-30 days,Product Engineering,R&D,Employe 2286,L3 Veteran,Brazil
Employee 137,April 2025,2025,4,2024-01-22,464,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,April 2025,2025,4,2024-03-25,401,1-5 years,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,April 2025,2025,4,2024-04-15,380,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,April 2025,2025,4,2024-04-22,373,1-5 years,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,April 2025,2025,4,2021-08-01,1368,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,April 2025,2025,4,2024-04-22,373,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,April 2025,2025,4,2024-04-29,366,1-5 years,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,April 2025,2025,4,2024-06-03,331,6 months-1 year,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,April 2025,2025,4,2024-06-05,329,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,April 2025,2025,4,2024-06-10,324,6 months-1 year,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,April 2025,2025,4,2021-08-18,1351,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,April 2025,2025,4,2024-06-24,310,6 months-1 year,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,April 2025,2025,4,2021-08-23,1346,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 178,April 2025,2025,4,2024-09-16,226,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L3 Veteran,India
Employee 185,April 2025,2025,4,2024-09-30,212,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 189,April 2025,2025,4,2024-10-15,197,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 197,April 2025,2025,4,2024-12-02,149,3-6 months,Orion,R&D,Employee 183,L4 Early,Brazil
Employee 199,April 2025,2025,4,2024-12-16,135,3-6 months,Product Security,R&D,Employee 113,L4 Seasoned,United States
Employee 200,April 2025,2025,4,2024-12-16,135,3-6 months,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,April 2025,2025,4,2025-01-06,114,3-6 months,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,April 2025,2025,4,2025-01-06,114,3-6 months,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,April 2025,2025,4,2025-01-21,99,3-6 months,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,April 2025,2025,4,2025-01-21,99,3-6 months,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 216,April 2025,2025,4,2025-02-03,86,1-3 months,Data Platform Engineering,R&D,Employee 159,L4 Seasoned,Brazil
Employee 228,April 2025,2025,4,2025-03-03,58,1-3 months,Data Product Engineering,R&D,Employee 157,L4 Seasoned,United States
Employee 232,April 2025,2025,4,2025-03-17,44,1-3 months,Data Platform Engineering,R&D,Employee 159,L3 Veteran,Brazil
Employee 235,April 2025,2025,4,2025-03-24,37,1-3 months,Business Operations Automation,R&D,Employee 254,L3 Seasoned,India
Employee 241,April 2025,2025,4,2025-04-01,29,1-30 days,Solutions Engineering,Go-To-Market,Employee 999,M4 Seasoned,United States
Employee 244,April 2025,2025,4,2025-04-07,23,1-30 days,Product Engineering,R&D,Employee 158,L4 Early,Brazil
Employee 245,April 2025,2025,4,2025-04-14,16,1-30 days,Forward Deployed Engineering,R&D,Employee 86,L3 Seasoned,United States
Employee 247,April 2025,2025,4,2025-04-14,16,1-30 days,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 250,April 2025,2025,4,2025-04-21,9,1-30 days,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,United States
Employee 252,April 2025,2025,4,2025-04-28,2,1-30 days,Core Data Ingestion,R&D,Employee 151,L4 Early,Brazil
Employee 3,April 2025,2025,4,2019-05-20,2172,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,April 2025,2025,4,2022-02-07,1178,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,April 2025,2025,4,2022-04-11,1115,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,April 2025,2025,4,2022-05-03,1093,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,April 2025,2025,4,2022-05-09,1087,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,April 2025,2025,4,2020-01-27,1920,5+ years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,April 2025,2025,4,2022-06-13,1052,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,April 2025,2025,4,2022-06-27,1038,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,April 2025,2025,4,2022-07-05,1030,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,April 2025,2025,4,2022-08-29,975,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,April 2025,2025,4,2022-08-29,975,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,April 2025,2025,4,2022-09-19,954,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,April 2025,2025,4,2020-11-30,1612,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,April 2025,2025,4,2022-12-19,863,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,April 2025,2025,4,2022-12-19,863,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,April 2025,2025,4,2023-01-03,848,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,April 2025,2025,4,2023-01-03,848,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,April 2025,2025,4,2023-01-10,841,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,April 2025,2025,4,2023-01-17,834,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,April 2025,2025,4,2023-01-23,828,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,April 2025,2025,4,2023-02-06,814,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,April 2025,2025,4,2023-04-10,751,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,May 2025,2025,5,2021-01-28,1584,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,May 2025,2025,5,2023-07-31,670,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,May 2025,2025,5,2023-10-09,600,1-5 years,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,May 2025,2025,5,2023-10-16,593,1-5 years,Security,R&D,Employee 999,M6 Early,United States
Employee 118,May 2025,2025,5,2023-10-30,579,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 122,May 2025,2025,5,2023-12-04,544,1-5 years,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1268,May 2025,2025,5,2023-07-03,698,1-5 years,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1277,May 2025,2025,5,2024-04-01,425,1-5 years,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 1286,May 2025,2025,5,2025-04-14,47,1-3 months,Product Engineering,R&D,Employe 2286,L3 Veteran,Brazil
Employee 137,May 2025,2025,5,2024-01-22,495,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,May 2025,2025,5,2024-03-25,432,1-5 years,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,May 2025,2025,5,2024-04-15,411,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,May 2025,2025,5,2024-04-22,404,1-5 years,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
