Role Name,Date,Candidate Name + GH URL,High Potential?,Location,Tech/Non-Tech/Quota Carrying,Geo Factor,Comp Type,Current Level,$ Base Comp,Final Pay Band,TRM Level,TRM Cash
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-24,Candidate 472,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-06-23,Candidate 473,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-01,Candidate 474,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-07-03,Candidate 475,No,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-23,Candidate 476,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-09,Candidate 477,No,United States,Tech,1.0,Current Comp,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-17,Candidate 478,Yes,Brazil,Tech,0.597,Current Comp,L3 (Mid),72000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-01,Candidate 479,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Infrastructure",2025-06-30,Candidate 480,No,United States,Tech,1.0,Current Comp,L3 (Mid),150000,Product - Engineering - Software Engineering - IC,L4,190000.0
"Senior Software Engineer, Infrastructure",,Candidate 481,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-25,Candidate 482,No,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L4,190000.0
"Senior Software Engineer, Infrastructure",2025-06-16,Candidate 483,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Engineer - US National Security,2025-06-24,Candidate 484,No,United States,Tech,1.0,Current Comp,L4 (Senior),210000,Product - Engineering - Forward Deployed Engineering - IC,L4,265465.92
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-02,Candidate 485,No,United States,Tech,1.0,Expected,L3 (Mid),170000,Product - Engineering - Software Engineering - IC,L4,190000.0
Senior MLOps Engineer,2025-07-02,Candidate 486,No,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Data Science Manager, Attribution",2025-07-09,Candidate 487,,,Tech,,,,,Product - Engineering - Machine Learning Engineering - IC,M4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-22,Candidate 488,No,Brazil,Tech,0.597,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L3,132069.53
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-30,Candidate 489,No,United States,Tech,1.0,Expected,L5 (Staff),225000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-08,Candidate 490,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",2025-06-25,Candidate 491,Yes,United States,Tech,1.0,Expected,L3 (Mid),190000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-16,Candidate 492,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-30,Candidate 493,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-07,Candidate 494,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),140000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-07-02,Candidate 495,No,Brazil,Tech,0.597,Expected,L3 (Mid),84000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-10,Candidate 496,No,United States,Tech,1.0,Current Comp,L5 (Staff),180000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-03,Candidate 497,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-30,Candidate 498,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),84000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Software Engineer, Data Platform – US",2025-07-02,Candidate 499,No,United States,Tech,1.0,Current Comp,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-06-12,Candidate 500,No,United States,Tech,1.0,Expected,L3 (Mid),200000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Senior Software Engineer, Infrastructure",2025-07-07,Candidate 501,No,United States,Tech,1.0,Current Comp,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
Solutions Architect,2025-07-16,Candidate 502,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),170000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
"Engineering Manager, Data Engineering",2025-07-07,Candidate 503,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-15,Candidate 504,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior or Staff Software Engineer, SIGINT",2025-06-13,Candidate 505,Yes,Spain,Tech,0.75,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,165916.5
"Senior or Staff Software Engineer, SIGINT",2025-07-14,Candidate 506,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-07-07,Candidate 507,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-08,Candidate 508,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior or Staff Software Engineer, SIGINT",2025-06-24,Candidate 509,No,United States,Tech,1.0,Expected,L3 (Mid),100000,Product - Engineering - Software Engineering - IC,L4,190000.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 510,No,Brazil,Tech,0.597,Expected,L4 (Senior),60000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Head of Engineering, AI",2025-07-17,Candidate 511,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-27,Candidate 512,Yes,Brazil,Tech,0.597,Expected,L5 (Staff),100000,Product - Engineering - Software Engineering - IC,L4,158205.0
Solutions Architect,2025-07-16,Candidate 513,No,United States,Non-tech,1.0,Expected,L3 (Mid),150000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
Forward Deployed Data Engineer (TS/SCI),2023-04-12,Candidate 514,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L5,0.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-07,Candidate 515,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-14,Candidate 516,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Platform (US / US PERM)",2025-06-30,Candidate 517,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Engineer - US National Security,,Candidate 518,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-15,Candidate 519,No,United States,Tech,1.0,,L3 (Mid),140000,Product - Engineering - Software Engineering - IC,L4,190000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-03,Candidate 520,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-07,Candidate 521,,,Tech,,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-24,Candidate 522,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),85000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-15,Candidate 523,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Forward Deployed Engineer - US National Security,,Candidate 524,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-16,Candidate 525,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),132847.65,Product - Engineering - Software Engineering - IC,L4,132069.53
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 526,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),57000,Product - Engineering - Software Engineering - IC,L3,132069.53
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-16,Candidate 527,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-15,Candidate 528,No,United States,Tech,1.0,Current Comp,L5 (Staff),220000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-25,Candidate 529,,,Tech,,Expected,,245000,Product - Engineering - Software Engineering - IC,L4,0.0
"Engineering Manager, Data Engineering",2025-07-08,Candidate 530,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M4,0.0
"Software Engineer, Data Product (US / US PERM)",,Candidate 531,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-17,Candidate 532,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Backend Engineer, Data Product (US / US PERM)",2025-07-22,Candidate 533,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-21,Candidate 534,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-18,Candidate 535,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-07-17,Candidate 536,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
Head of Product Engineering,2025-07-10,Candidate 537,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-01,Candidate 538,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Forward Deployed Engineer - US National Security,2025-07-02,Candidate 539,No,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Forward Deployed Engineering - IC,L4,265465.92
"Senior Software Engineer, Data Product (LATAM)",2025-07-17,Candidate 540,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-21,Candidate 541,No,Brazil,Tech,0.597,Expected,L3 (Mid),72000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Data Science Manager, Attribution",2025-07-01,Candidate 542,No,Brazil,Tech,0.597,Current Comp,M5 (Director),156000,Product - Engineering - Machine Learning Engineering - IC,M4,124773.42
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-04-25,Candidate 543,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-20,Candidate 544,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",,Candidate 545,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Infrastructure",2025-07-08,Candidate 546,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
Head of Product Engineering,2025-07-17,Candidate 547,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 548,No,Brazil,Tech,0.597,Expected,L4 (Senior),84000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 549,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),96000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Product (LATAM)",2025-07-17,Candidate 550,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-21,Candidate 551,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Solutions Architect,2025-07-18,Candidate 552,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),160000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
"Senior or Staff Software Engineer, SIGINT",2025-06-26,Candidate 553,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-30,Candidate 554,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
Solutions Architect,2025-07-18,Candidate 555,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),135000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-22,Candidate 556,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior or Staff Software Engineer, SIGINT",,Candidate 557,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",2025-07-21,Candidate 558,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
Solutions Architect,2025-07-28,Candidate 559,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),150000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
Solutions Architect,2025-07-18,Candidate 560,No,United States,Non-tech,1.0,Expected,L4 (Senior),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0
Solutions Architect,2025-07-16,Candidate 561,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),130000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0
Senior MLOps Engineer,2025-05-15,Candidate 562,Yes,United States,Tech,1.0,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L5,265000.0
"Head of Engineering, AI",2025-07-24,Candidate 563,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Engineering Manager, Data Engineering",2025-07-28,Candidate 564,No,United States,Tech,1.0,Expected,M3 (Team Lead),250000,Product - Engineering - Software Engineering - Mgmt,M4,220000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-10,Candidate 565,Yes,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-08,Candidate 566,No,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-06,Candidate 567,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-17,Candidate 568,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Staff Software Engineer, Backend | Product Engineering (United States)",2025-06-23,Candidate 569,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
Forward Deployed Engineer - US National Security,2025-06-24,Candidate 570,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-23,Candidate 571,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Software Engineer, Data Platform – US",2025-07-21,Candidate 572,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Infrastructure",2025-07-16,Candidate 573,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 574,No,Brazil,Tech,0.597,Expected,L3 (Mid),60000,Product - Engineering - Software Engineering - IC,L4,113430.0
Solutions Architect,2025-07-18,Candidate 575,No,United States,Non-tech,1.0,Current Comp,L4 (Senior),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0
"Senior Software Engineer, Infrastructure",2025-07-22,Candidate 576,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-08,Candidate 577,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 578,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Engineering Manager, Data Engineering",2025-07-28,Candidate 579,No,United States,Tech,1.0,Expected,M3 (Team Lead),230000,Product - Engineering - Software Engineering - Mgmt,M4,220000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-02,Candidate 580,Yes,United States,Tech,1.0,Expected,L4 (Senior),225000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-24,Candidate 581,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-16,Candidate 582,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 583,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
Head of Product Engineering,2025-07-28,Candidate 584,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
Forward Deployed Engineer - US National Security,2025-07-17,Candidate 585,No,United States,Tech,1.0,Current Comp,L4 (Senior),250000,Product - Engineering - Forward Deployed Engineering - IC,L4,265465.92
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 586,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),48000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-29,Candidate 587,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-23,Candidate 588,No,Argentina,Tech,0.503,Expected,L3 (Mid),90000,Product - Engineering - Software Engineering - IC,L4,95570.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 589,No,Brazil,Tech,0.597,Expected,L3 (Mid),60000,Product - Engineering - Software Engineering - IC,L4,113430.0
Forward Deployed Engineer - US National Security,2025-06-25,Candidate 590,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
"Senior Software Engineer, Infrastructure",2025-07-08,Candidate 591,,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-28,Candidate 592,No,Brazil,Tech,0.597,Expected,L3 (Mid),75000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Infrastructure",2025-07-23,Candidate 593,No,Canada,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Infrastructure",2025-07-08,Candidate 594,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 595,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),78000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Infrastructure",,Candidate 596,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Infrastructure",,Candidate 597,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-23,Candidate 598,No,United States,Tech,1.0,Expected,L4 (Senior),215000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Backend (Egypt)",2025-07-31,Candidate 599,No,Egypt,Tech,0.5,Expected,L3 (Mid),,Product - Engineering - Software Engineering - IC,L4,95000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-31,Candidate 600,No,United States,Tech,1.0,Current Comp,,215000,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-16,Candidate 601,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 602,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Product (LATAM)",2025-07-01,Candidate 603,No,Brazil,Tech,0.597,Current Comp,M4 (Manager),,Product - Engineering - Software Engineering - IC,L4,95520.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-28,Candidate 604,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Head of Product Engineering,2025-07-23,Candidate 605,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-23,Candidate 606,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior or Staff Software Engineer, SIGINT",2025-07-21,Candidate 607,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Solutions Architect,2025-07-29,Candidate 608,No,United States,Non-tech,1.0,Expected,L4 (Senior),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0
Forward Deployed Engineer - US National Security,2025-07-17,Candidate 609,No,United States,Tech,1.0,Current Comp,L4 (Senior),290000,Product - Engineering - Forward Deployed Engineering - IC,L4,265465.92
Forward Deployed Engineer - US National Security,2025-07-30,Candidate 610,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Forward Deployed Engineering - IC,L4,265465.92
"Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 611,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Data Science Manager, Attribution",2025-08-04,Candidate 612,,,Tech,,,,,Product - Engineering - Machine Learning Engineering - IC,M4,0.0
Forward Deployed Engineer - US National Security,,Candidate 613,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L4,0.0
Head of Product Engineering,2025-08-01,Candidate 614,Yes,United States,Tech,1.0,Current Comp,,375000,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-17,Candidate 615,No,United States,Tech,1.0,Current Comp,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Engineer - US National Security,2025-07-22,Candidate 616,No,United States,Tech,1.0,Expected,L4 (Senior),275000,Product - Engineering - Forward Deployed Engineering - IC,L4,265465.92
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 617,No,Argentina,Tech,0.503,Expected,L4 (Senior),80000,Product - Engineering - Software Engineering - IC,L4,111274.67
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-10,Candidate 618,Yes,United States,Tech,1.0,Expected,L4 (Senior),255000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 619,No,Argentina,Tech,0.503,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,111274.67
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-18,Candidate 620,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Infrastructure",2025-07-10,Candidate 621,Yes,United States,Tech,1.0,Current Comp,L5 (Staff),230000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Backend Engineer, Data Product (US / US PERM)",2025-07-10,Candidate 622,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior or Staff Software Engineer - Graph Analytics,,Candidate 623,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
Forward Deployed Data Engineer (TS/SCI),2025-07-31,Candidate 624,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L5,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-04,Candidate 625,No,Argentina,Tech,0.503,Expected,L3 (Mid),95000,Product - Engineering - Software Engineering - IC,L4,95570.0
"Staff Software Engineer, Data Product (US / US PERM)",2025-06-13,Candidate 626,Yes,United States,Tech,1.0,Expected,L5 (Staff),260000,Product - Engineering - Software Engineering - IC,L5,265000.0
"Engineering Manager, Data Engineering",2025-07-30,Candidate 627,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M4,0.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-21,Candidate 628,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 629,No,Brazil,Tech,0.597,Expected,L4 (Senior),105000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Engineering Manager, Data Engineering",,Candidate 630,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M4,0.0
"Senior Software Engineer, Infrastructure",,Candidate 631,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-28,Candidate 632,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),9000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-08-05,Candidate 633,No,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-23,Candidate 634,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-22,Candidate 635,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Engineering Manager, Data Engineering",2025-08-05,Candidate 636,No,United States,Tech,1.0,Expected,M4 (Manager),230000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0
