Role Name,Date,Candidate Name + GH URL,Candidate Number,High Potential?,Location,Tech/Non-Tech/Quota Carrying,Geo Factor,Comp Type,Current Level,$ Base Comp,Final Pay Band,TRM Level,TRM Cash,Compensation Difference,TRM Level Cash
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 602,602,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,12069.529999999999,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-23,Candidate 606,606,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0,1222.0,265000.0
Solutions Architect,2025-07-29,Candidate 608,608,No,United States,Non-tech,1.0,Expected,L4 (Senior),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0,-19853.0,180147.0
Forward Deployed Engineer - US National Security,2025-07-17,Candidate 609,609,No,United States,Tech,1.0,Current Comp,L4 (Senior),290000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,-24534.080000000016,265466.0
Forward Deployed Engineer - US National Security,2025-07-30,Candidate 610,610,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,15465.919999999984,265466.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-17,Candidate 615,615,No,United States,Tech,1.0,Current Comp,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0,11222.0,221222.0
Forward Deployed Engineer - US National Security,2025-07-22,Candidate 616,616,No,United States,Tech,1.0,Expected,L4 (Senior),275000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,-9534.080000000016,265466.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 617,617,No,Argentina,Tech,0.503,Expected,L4 (Senior),80000,Product - Engineering - Software Engineering - IC,L4,111274.666,31274.67,111274.666
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-10,Candidate 618,618,Yes,United States,Tech,1.0,Expected,L4 (Senior),255000,Product - Engineering - Software Engineering - IC,L4,221222.0,-33778.0,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-18,Candidate 620,620,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
"Senior Software Engineer, Infrastructure",2025-07-10,Candidate 621,621,Yes,United States,Tech,1.0,Current Comp,L5 (Staff),230000,Product - Engineering - Software Engineering - IC,L4,265000.0,35000.0,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-04,Candidate 625,625,No,Argentina,Tech,0.503,Expected,L3 (Mid),95000,Product - Engineering - Software Engineering - IC,L4,95570.0,570.0,111274.666
"Staff Software Engineer, Data Product (US / US PERM)",2025-06-13,Candidate 626,626,Yes,United States,Tech,1.0,Expected,L5 (Staff),260000,Product - Engineering - Software Engineering - IC,L5,265000.0,5000.0,265000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 629,629,No,Brazil,Tech,0.597,Expected,L4 (Senior),105000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,27069.53,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-28,Candidate 632,632,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),9000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,123069.53,132069.53399999999
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-08-05,Candidate 633,633,No,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0,31222.0,221222.0
"Engineering Manager, Data Engineering",2025-08-05,Candidate 636,636,No,United States,Tech,1.0,Expected,M4 (Manager),230000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0,20000.0,250000.0
Head of Product Engineering,2025-08-03,Candidate 639,639,Yes,United States,Tech,1.0,Current Comp,M6 (VP),350000,Product - Engineering - Software Engineering - Mgmt,M5,330000.0,-20000.0,290000.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-29,Candidate 640,640,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),108000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,24069.53,132069.53399999999
"Engineering Manager, Data Engineering",2025-07-30,Candidate 642,642,No,United States,Tech,1.0,Current Comp,M4 (Manager),230000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0,20000.0,250000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-22,Candidate 643,643,No,United States,Tech,1.0,Current Comp,L5 (Staff),250000,Product - Engineering - Software Engineering - IC,L4,265000.0,15000.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 644,644,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,42069.53,132069.53399999999
"Engineering Manager, Data Engineering",2025-07-22,Candidate 645,645,No,United States,Tech,1.0,Current Comp,M4 (Manager),230000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0,20000.0,250000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-01,Candidate 647,647,No,Brazil,Tech,0.597,Expected,L3 (Mid),95000,Product - Engineering - Software Engineering - IC,L4,113430.0,18430.0,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-08-04,Candidate 648,648,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),80000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,52069.53,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-08-05,Candidate 649,649,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),96000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,36069.53,132069.53399999999
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-31,Candidate 650,650,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),122000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,10069.529999999999,132069.53399999999
"Software Engineer, Data Product (LATAM)",2025-07-31,Candidate 651,651,Yes,Brazil,Tech,0.597,Expected,L3 (Mid),48000,Product - Engineering - Software Engineering - IC,L3,113430.0,65430.0,113430.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-08-06,Candidate 653,653,No,United States,Tech,1.0,Expected,L6 (Principal),185000,Product - Engineering - Software Engineering - IC,L4,320000.0,135000.0,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-01,Candidate 656,656,No,Brazil,Tech,0.597,Expected,L3 (Mid),80000,Product - Engineering - Software Engineering - IC,L4,113430.0,33430.0,132069.53399999999
Solutions Architect,2025-08-07,Candidate 658,658,No,United States,Non-tech,1.0,Expected,L3 (Mid),165000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,-4323.0,180147.0
Solutions Architect,2025-08-07,Candidate 660,660,No,United States,Non-tech,1.0,Current Comp,L5 (Staff),225000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,202538.0,-22462.0,180147.0
Solutions Architect,2025-08-07,Candidate 661,661,No,United States,Non-tech,1.0,Expected,L4 (Senior),190000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0,-9853.0,180147.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-16,Candidate 663,663,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-08-05,Candidate 664,664,No,United States,Tech,1.0,Expected,L5 (Staff),200000,Product - Engineering - Software Engineering - IC,L5,265000.0,65000.0,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-21,Candidate 665,665,No,United States,Tech,1.0,Expected,L5 (Staff),200000,Product - Engineering - Software Engineering - IC,L4,265000.0,65000.0,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-08,Candidate 669,669,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,42069.53,132069.53399999999
Solutions Architect,2025-08-08,Candidate 671,671,No,United States,Non-tech,1.0,Current Comp,L5 (Staff),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,202538.0,2538.0,180147.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-18,Candidate 672,672,No,United States,Tech,1.0,Current Comp,L4 (Senior),175000,Product - Engineering - Software Engineering - IC,L4,221222.0,46222.0,221222.0
Head of Product Engineering,2025-08-05,Candidate 673,673,No,United States,Tech,1.0,Expected,M5 (Director),315000,Product - Engineering - Software Engineering - Mgmt,M5,290000.0,-25000.0,290000.0
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 677,677,No,Brazil,Tech,0.597,Expected,L3 (Mid),85000,Product - Engineering - Software Engineering - IC,L3,113430.0,28430.0,113430.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-14,Candidate 679,679,No,United States,Tech,1.0,Current Comp,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0,41222.0,221222.0
"Data Science Manager, Attribution",2025-08-01,Candidate 683,683,No,United States,Tech,1.0,Expected,M4 (Manager),290000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-102599.29999999999,
"Senior Software Engineer, Data Platform (US / US PERM)",2025-08-01,Candidate 688,688,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0,11222.0,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-07-07,Candidate 691,691,No,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L3,190000.0,10000.0,190000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-05,Candidate 694,694,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),125000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,7069.529999999999,132069.53399999999
Head of Product Engineering,2025-07-30,Candidate 698,698,Yes,United States,Tech,1.0,Current Comp,M4 Veteran (Sr. Manager),360000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0,-110000.0,290000.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 701,701,No,Brazil,Tech,0.597,Expected,L4 (Senior),60000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,72069.53,132069.53399999999
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-22,Candidate 702,702,No,United States,Tech,1.0,Current Comp,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L4,221222.0,-18778.0,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-08-06,Candidate 707,707,No,Brazil,Tech,0.597,Expected,L3 (Mid),66000,Product - Engineering - Software Engineering - IC,L3,113430.0,47430.0,113430.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-08-07,Candidate 708,708,No,Brazil,Tech,0.597,Expected,L3 (Mid),45000,Product - Engineering - Software Engineering - IC,L3,113430.0,68430.0,113430.0
"Software Engineer, Data Product (LATAM)",2025-06-26,Candidate 709,709,Yes,Brazil,Tech,0.597,Expected,L3 (Mid),82000,Product - Engineering - Software Engineering - IC,L3,113430.0,31430.0,113430.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 710,710,No,Brazil,Tech,0.597,Expected,L4 (Senior),110000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,22069.53,132069.53399999999
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-08-04,Candidate 711,711,No,Brazil,Tech,0.597,Expected,L3 (Mid),120000,Product - Engineering - Software Engineering - IC,L4,113430.0,-6570.0,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-16,Candidate 712,712,No,United States,Tech,1.0,Current Comp,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L5,221222.0,-18778.0,265000.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-31,Candidate 714,714,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),70000,Product - Engineering - Software Engineering - IC,L4,113430.0,43430.0,132069.53399999999
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 716,716,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,12069.529999999999,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-11,Candidate 717,717,No,United States,Tech,1.0,Current Comp,L5 (Staff),200000,Product - Engineering - Software Engineering - IC,L5,265000.0,65000.0,265000.0
"Engineering Manager, Data Engineering",2025-07-30,Candidate 719,719,Yes,United States,Tech,1.0,Expected,M4 (Manager),240000,Product - Engineering - Software Engineering - Mgmt,M4,250000.0,10000.0,250000.0
Solutions Architect,2025-07-18,Candidate 720,720,No,United States,Non-tech,1.0,Expected,L4 (Senior),180000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0,147.0,180147.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-16,Candidate 721,721,No,Brazil,Tech,0.597,Expected,L4 (Senior),72000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,60069.53,132069.53399999999
"Staff Software Engineer, Backend | Product Engineering (United States)",2025-08-05,Candidate 722,722,No,United States,Tech,1.0,Expected,L5 (Staff),230000,Product - Engineering - Software Engineering - IC,L5,265000.0,35000.0,265000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-08-07,Candidate 724,724,No,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L5,221222.0,-18778.0,265000.0
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 725,725,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),72000,Product - Engineering - Software Engineering - IC,L3,132069.53399999999,60069.53,113430.0
"Software Engineer, Data Product (US / US PERM)",2025-07-14,Candidate 727,727,No,United States,Tech,1.0,Expected,L3 (Mid),220000,Product - Engineering - Software Engineering - IC,L3,190000.0,-30000.0,190000.0
"Senior Backend Engineer, Data Product (US / US PERM)",2025-07-24,Candidate 728,728,No,United States,Tech,1.0,Expected,L3 (Mid),200000,Product - Engineering - Software Engineering - IC,L4,190000.0,-10000.0,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-08-05,Candidate 729,729,No,Brazil,Tech,0.597,Expected,L3 (Mid),100000,Product - Engineering - Software Engineering - IC,L3,113430.0,13430.0,113430.0
